id,text,url,mixtral,processed_gpe,predicted_model,heirarchical_without_sm_geonames,more_flag_h,mixtral_spacy,svm_1,local_path
00018.jsonl.gz-15815343,"Hormat Toilet | Plumbing & Water Supply for sale in Kampala, Central Region, Uganda",https://d5fp1c6whm5mr.cloudfront.net/1348904_img-20191111-085923_1125x1500.jpg,uganda,Kampala_Uganda,sm,"côte d'ivoire_tanzania, united republic of_congo, the democratic republic of the_malawi_indonesia_india_south africa_uganda_zambia_nigeria",True,uganda,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00018.jsonl.gz-15815343.jpg
00047.jsonl.gz-6503275,"New clean staging model home, house, hotel hostel or apartment guesthouse shower bath bathroom European old-fashioned old interior, nobody, toilet paper in Ukraine",https://t4.ftcdn.net/jpg/03/78/61/75/360_F_378617554_CqoCjByEwVOrBq2OfVATpI2xn5OloZwr.jpg,ukraine,Ukraine,sm,ukraine,False,ukraine,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00047.jsonl.gz-6503275.jpg
00086.jsonl.gz-10111744,"Bath Room, Dark Hardwood Floor, Vessel Sink, Ceiling Lighting, Marble Wall, Open Shower, and One Piece Toilet  Photo 12 of 13 in A Family's Kiev Apartment Is Filled With Copper, Marble, and a Sophisticated Palette",https://images.dwell.com/photos/6257978536063737856/6324093883971194880/large.jpg,ukraine,Sophisticated Palette,sm,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00086.jsonl.gz-10111744.jpg
00023.jsonl.gz-1707291,"Home exchange in,Ukraine,Kiev,jakuzzi bath and shower, toilet, bidet",https://s3.amazonaws.com/homelink/media/images/listingsrescalenew/610_385/5b46688a5cea5_610_385.jpg,ukraine,Ukraine_Kiev,sm,ukraine_russian federation,False,ukraine,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00023.jsonl.gz-1707291.jpg
00051.jsonl.gz-12554599,Palace Downtown: Separate toilet and bidet from rest of bathroom,https://media-cdn.tripadvisor.com/media/photo-s/05/84/1e/6f/the-palace-downtown-dubai.jpg,united arab emirates,downtown:,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00051.jsonl.gz-12554599.jpg
00038.jsonl.gz-14761802,Emirates Park Resort: Toilet,https://media-cdn.tripadvisor.com/media/photo-s/05/32/30/c0/toilet.jpg,united arab emirates,emirates resort:,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00038.jsonl.gz-14761802.jpg
00000.jsonl.gz-4211666,Abu Dhabi Airport Hotel: Toilet and bidet,https://media-cdn.tripadvisor.com/media/photo-s/01/32/45/ae/abu-dhabi.jpg,united arab emirates,dhabi hotel:,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00000.jsonl.gz-4211666.jpg
00109.jsonl.gz-1670016,FREE UK Delivery Wall Stickers & Decals - Toilet Stickers The Thing To Do Is Hit The Loo - Walls Of Wisdom,https://cdn.shopify.com/s/files/1/0086/0379/5515/products/001_253f0750-3eca-4281-927a-e0efa4636e07_grande.jpg?v=1544466563,united kingdom,UK,trf,united kingdom_russian federation,True,united kingdom,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00109.jsonl.gz-1670016.jpg
00091.jsonl.gz-8475223,The Bath Co. Dulwich stone grey slimline back to wall unit and toilet with white wooden seat,https://images.victoriaplum.com/vp_prod_images/3f67aebd-f860-47c5-a934-20f827e1aa87.jpg?auto=format%2Ccompress&q=55&w=600,united kingdom,Dulwich,trf,canada_united states_australia_united kingdom_zimbabwe,True,united kingdom,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00091.jsonl.gz-8475223.jpg
00077.jsonl.gz-3791970,FREE UK Delivery Wall Stickers & Decals - Toilet Stickers The Thing To Do Is Hit The Loo - Walls Of Wisdom,https://cdn.shopify.com/s/files/1/0086/0379/5515/products/003_bd1a86d6-4e14-42cb-bf74-c8dfe7b38483_large.jpg?v=1544466561,united kingdom,UK,trf,united kingdom_russian federation,True,united kingdom,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00077.jsonl.gz-3791970.jpg
00099.jsonl.gz-1610282,Solid-Gold Toilet to Be Removed From Guggenheim in September,https://static01.nyt.com/images/2017/08/19/arts/19goldentoilet-item1/19goldentoilet-item1-facebookJumbo.jpg,united states,solid-gold guggenheim,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00099.jsonl.gz-1610282.jpg
00127.jsonl.gz-3886388,"Bathroom with single vanity, toilet, and walk-in shower in a Two-Bedroom Signature Collection villa at Scottsdale Resort in Arizona",https://images.contentstack.io/v3/assets/bltba617d00249585dc/bltc33e0dc03fa43b2c/5e6288f525d22d7db56a605c/SDR_SigCollect_Unit3.304_Guestbath_001.jpg?format=pjpg&auto=webp&disable=upscale&quality=90&width=372&height=260&fit=crop,united states,Arizona,sm,united states_peru_panama_honduras_chile_philippines_brazil_cuba_argentina_south africa_australia_costa rica_colombia_zimbabwe_guatemala_canada_spain_italy_mexico,True,united states,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00127.jsonl.gz-3886388.jpg
00095.jsonl.gz-6131295,"Eagar, AZ: Bathtub/shower & toilet room",https://media-cdn.tripadvisor.com/media/photo-s/12/12/a5/a2/shower-toilet-room.jpg,united states,Eagar_AZ,trf,united states_spain,False,united states,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00095.jsonl.gz-6131295.jpg
00099.jsonl.gz-5831855,"Sheraton Colonia Golf & Spa Resort: The bathroom, not pictured separate shower, toilet and bidet",https://media-cdn.tripadvisor.com/media/photo-s/04/6f/8b/ec/sheraton-colonia-golf.jpg,uruguay,"colonia & resort: bathroom, shower,",,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00099.jsonl.gz-5831855.jpg
00092.jsonl.gz-13886610,3255 Farm with Organic Garden near Wineries in Canelones - Toilet,https://i1.wp.com/www.realestate-in-uruguay.com/wp-content/uploads/2020/05/3255-Farm-with-Organic-Garden-near-Wineries-in-Canelones-Toilet.jpg?w=581&h=387&ssl=1,uruguay,Canelones - Toilet,trf,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00092.jsonl.gz-13886610.jpg
00116.jsonl.gz-16702684,Four Points By Sheraton Montevideo: Toilet seat in need of coat of paint,https://media-cdn.tripadvisor.com/media/photo-s/05/1f/62/f4/four-points-by-sheraton.jpg,uruguay,points montevideo:,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00116.jsonl.gz-16702684.jpg
00003.jsonl.gz-4503702,Tây Nam Container | Container Văn Phòng 20 Feet Có toilet,https://taynamcontainer.com/wp-content/uploads/2019/08/container-vanphong-toilet-20feet-taynamcontainer-3-1.jpg,vietnam,tây | văn phòng 20 feet có,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00003.jsonl.gz-4503702.jpg
00033.jsonl.gz-12802138,toilet can ho 1 phong ngu the emerald golf view - THE EMERALD GOLF VIEW BÌNH DƯƠNG,https://danhkhoireal.vn/wp-content/uploads/2020/06/toilet-can-ho-1-phong-ngu-the-emerald-golf-view.jpg,vietnam,1 phong ngu - bình dương,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00033.jsonl.gz-12802138.jpg
00060.jsonl.gz-10827914,A Tourist In Vietnam Thought Asian People Shower With A Toilet Bidet,https://images.says.com/uploads/story/cover_image/36360/thumb_cdda.png,vietnam,Vietnam,sm,armenia_mexico_colombia_puerto rico_dominican republic,True,vietnam,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00060.jsonl.gz-10827914.jpg
00003.jsonl.gz-13892059,"Our toilet in the Felix Hotel, in Sanaa",https://ninstravelog.files.wordpress.com/2014/05/20131217-yemen-0010.jpg?w=531&,yemen,Sanaa,sm,"tanzania, united republic of_yemen",True,yemen,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00003.jsonl.gz-13892059.jpg
00025.jsonl.gz-5773734,The Ruling Patriotic Front Has Warned That It Will Report Anyone Found Circulating Images Of Toilet Papers Which Shows President Edgar Lungus Portrait,https://i0.wp.com/www.lusakatimes.com/wp-content/uploads/2018/02/edgar-lungu-branded-toilet-paer.jpg?ssl=1,zambia,has warned circulating images papers shows lungus,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00025.jsonl.gz-5773734.jpg
00078.jsonl.gz-3725275,Protea Hotel by Marriott Chingola: Toilet,https://media-cdn.tripadvisor.com/media/photo-s/02/57/85/70/toilet.jpg,zambia,Chingola,trf,zambia,False,zambia,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00078.jsonl.gz-3725275.jpg
00042.jsonl.gz-2881897,Zimtown Outdoor Camping Hiking 20L Portable Toilet Flush Potty Commode with Wash Basin by,https://i5.walmartimages.com/asr/614c846d-b728-45a1-9987-0210b62470fe_1.84705f8372573dd21f0f4d9d43c1215d.jpeg,zimbabwe,Zimtown,trf,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00042.jsonl.gz-2881897.jpg
00045.jsonl.gz-10481130,gold plated toilet seat. Presidential K lliye and the golden toilet seat  Pit Latrine,http://1.bp.blogspot.com/-Ff5nMGx-SdQ/VW3zZ5QL27I/AAAAAAAAXTs/Zpk3kX_6Ssw/s1600/altinkenefe.jpg,zimbabwe,seat. lliye,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00045.jsonl.gz-10481130.jpg
00091.jsonl.gz-10139254,Toilet in train Zimbabwe Stock Video Footage,https://d1o2pwfline4gu.cloudfront.net/m/t/203/2025135/a-0005.jpg,zimbabwe,Zimbabwe,trf,zimbabwe,False,zimbabwe,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00091.jsonl.gz-10139254.jpg
